Entity,Code,Year,Electric power consumption (kWh per capita) (kWh per capita)
Albania,ALB,1971,532.02843152625
Albania,ALB,1972,568.403201603477
Albania,ALB,1973,593.446745665183
Albania,ALB,1974,591.032643383924
Albania,ALB,1975,739.345093272667
Albania,ALB,1976,908.67454726938
Albania,ALB,1977,1067.81415577833
Albania,ALB,1978,1098.48316581368
Albania,ALB,1979,1065.76739836628
Albania,ALB,1980,1142.96535512577
Albania,ALB,1981,1123.96810630449
Albania,ALB,1982,1096.87322889453
Albania,ALB,1983,1070.69016441863
Albania,ALB,1984,1018.1002875264
Albania,ALB,1985,796.353973775973
Albania,ALB,1986,1420.61479470727
Albania,ALB,1987,1161.95167669011
Albania,ALB,1988,1005.93953033667
Albania,ALB,1989,1021.39350044285
Albania,ALB,1990,552.252184819181
Albania,ALB,1991,418.45358899715
Albania,ALB,1992,453.64407387777
Albania,ALB,1993,536.363825095196
Albania,ALB,1994,596.407959255952
Albania,ALB,1995,663.783995402449
Albania,ALB,1996,904.346640328557
Albania,ALB,1997,694.664802792381
Albania,ALB,1998,734.849913537668
Albania,ALB,1999,1414.70378393053
Albania,ALB,2000,1449.64741324695
Albania,ALB,2001,1351.23079642883
Albania,ALB,2002,1578.16591882688
Albania,ALB,2003,1469.26453867857
Albania,ALB,2004,1797.52548696885
Albania,ALB,2005,1722.07284972507
Albania,ALB,2006,1218.36014605619
Albania,ALB,2007,1213.12436932179
Albania,ALB,2008,1617.7441562046
Albania,ALB,2009,1835.68407241763
Albania,ALB,2010,1943.34335385842
Albania,ALB,2011,2205.70392004668
Albania,ALB,2012,2118.32777605579
Albania,ALB,2013,2533.25282927106
Albania,ALB,2014,2309.36650255581
Algeria,DZA,1971,133.08726560749
Algeria,DZA,1972,142.029446007773
Algeria,DZA,1973,157.80387623013
Algeria,DZA,1974,169.630136751065
Algeria,DZA,1975,194.504802443268
Algeria,DZA,1976,218.728779745296
Algeria,DZA,1977,231.710422005786
Algeria,DZA,1978,277.284735623555
Algeria,DZA,1979,312.673883538093
Algeria,DZA,1980,328.322141473282
Algeria,DZA,1981,361.267618628152
Algeria,DZA,1982,403.631448571303
Algeria,DZA,1983,415.012250869583
Algeria,DZA,1984,438.661938581574
Algeria,DZA,1985,463.708413201243
Algeria,DZA,1986,482.374630786129
Algeria,DZA,1987,452.673577447047
Algeria,DZA,1988,478.986797547705
Algeria,DZA,1989,519.010619822761
Algeria,DZA,1990,528.434936105991
Algeria,DZA,1991,529.405205456331
Algeria,DZA,1992,556.63690357717
Algeria,DZA,1993,545.01759304842
Algeria,DZA,1994,548.087629004649
Algeria,DZA,1995,557.079781006963
Algeria,DZA,1996,567.704750009478
Algeria,DZA,1997,572.927769310097
Algeria,DZA,1998,615.577695636288
Algeria,DZA,1999,649.783899966498
Algeria,DZA,2000,680.195974430198
Algeria,DZA,2001,705.934793364669
Algeria,DZA,2002,727.612643532377
Algeria,DZA,2003,783.032358774422
Algeria,DZA,2004,800.704307891519
Algeria,DZA,2005,886.914576373772
Algeria,DZA,2006,858.934010580582
Algeria,DZA,2007,890.814352714554
Algeria,DZA,2008,943.755743391953
Algeria,DZA,2009,863.085973626393
Algeria,DZA,2010,1012.69083578198
Algeria,DZA,2011,1118.50880991021
Algeria,DZA,2012,1231.97009240867
Algeria,DZA,2013,1272.29602403971
Algeria,DZA,2014,1356.26455370835
Angola,AGO,1971,80.2625103774662
Angola,AGO,1972,88.5151083168401
Angola,AGO,1973,101.402041231334
Angola,AGO,1974,123.355406191157
Angola,AGO,1975,127.432824743159
Angola,AGO,1976,55.5626081113561
Angola,AGO,1977,53.9909787100903
Angola,AGO,1978,52.4107325241546
Angola,AGO,1979,54.620014231291
Angola,AGO,1980,56.663568461013
Angola,AGO,1981,54.7352065394077
Angola,AGO,1982,56.3547493904295
Angola,AGO,1983,59.1044993728076
Angola,AGO,1984,48.845414091863
Angola,AGO,1985,56.9325675211768
Angola,AGO,1986,55.3061032574104
Angola,AGO,1987,54.1081742743176
Angola,AGO,1988,53.0659803813941
Angola,AGO,1989,51.9140691946902
Angola,AGO,1990,51.7605105262393
Angola,AGO,1991,53.1328210596517
Angola,AGO,1992,52.2040399141139
Angola,AGO,1993,50.7321318074501
Angola,AGO,1994,49.4173199470194
Angola,AGO,1995,48.1463514526672
Angola,AGO,1996,50.1284405069402
Angola,AGO,1997,68.3280070403694
Angola,AGO,1998,72.6249293906381
Angola,AGO,1999,71.5370996665406
Angola,AGO,2000,75.056608740482
Angola,AGO,2001,82.434085410898
Angola,AGO,2002,85.7582712771421
Angola,AGO,2003,95.4218969027107
Angola,AGO,2004,87.0361877598497
Angola,AGO,2005,108.63037655155
Angola,AGO,2006,143.91188328687
Angola,AGO,2007,132.681280561997
Angola,AGO,2008,171.879581349135
Angola,AGO,2009,188.961667389593
Angola,AGO,2010,206.34057808996
Angola,AGO,2011,207.031258871036
Angola,AGO,2012,219.356355456913
Angola,AGO,2013,280.402518006919
Angola,AGO,2014,312.476017317085
Arab World,,1971,195.163395095494
Arab World,,1972,209.787297492652
Arab World,,1973,228.947272891193
Arab World,,1974,253.176037922856
Arab World,,1975,280.426798525337
Arab World,,1976,323.230395486733
Arab World,,1977,366.835612016568
Arab World,,1978,423.802993736535
Arab World,,1979,511.414498598117
Arab World,,1980,573.181168874562
Arab World,,1981,619.953928627598
Arab World,,1982,709.08696160247
Arab World,,1983,764.801595433576
Arab World,,1984,849.780877023921
Arab World,,1985,876.254094356804
Arab World,,1986,953.053199708661
Arab World,,1987,990.844731607735
Arab World,,1988,1027.12890849286
Arab World,,1989,1046.92882084264
Arab World,,1990,1062.99949931895
Arab World,,1991,1028.47144928807
Arab World,,1992,1061.75761319717
Arab World,,1993,1115.97992950639
Arab World,,1994,1143.24308883033
Arab World,,1995,1250.01513681318
Arab World,,1996,1288.11163195562
Arab World,,1997,1332.47994119594
Arab World,,1998,1425.25848591557
Arab World,,1999,1476.67054311144
Arab World,,2000,1509.8121225755
Arab World,,2001,1573.00507682749
Arab World,,2002,1641.17838362208
Arab World,,2003,1711.66934461546
Arab World,,2004,1758.49925796905
Arab World,,2005,1832.83033161939
Arab World,,2006,1932.40270037643
Arab World,,2007,1987.1109820734
Arab World,,2008,2053.18891803874
Arab World,,2009,2110.7612301402
Arab World,,2010,2286.73538038414
Arab World,,2011,2322.21334205943
Arab World,,2012,2360.61917505294
Arab World,,2013,2416.28262352013
Arab World,,2014,2489.22007258894
Argentina,ARG,1971,870.623729630743
Argentina,ARG,1972,920.47157099827
Argentina,ARG,1973,956.277672798277
Argentina,ARG,1974,986.176142367492
Argentina,ARG,1975,1004.18249528378
Argentina,ARG,1976,1024.20381164862
Argentina,ARG,1977,1073.01115219507
Argentina,ARG,1978,1084.7305867447
Argentina,ARG,1979,1207.78626795741
Argentina,ARG,1980,1234.3676883648
Argentina,ARG,1981,1188.99790508225
Argentina,ARG,1982,1200.35233512383
Argentina,ARG,1983,1250.93626702774
Argentina,ARG,1984,1292.80853279032
Argentina,ARG,1985,1281.55839607002
Argentina,ARG,1986,1323.54658763433
Argentina,ARG,1987,1407.43581315394
Argentina,ARG,1988,1446.52467830606
Argentina,ARG,1989,1315.6328280068
Argentina,ARG,1990,1299.55206792208
Argentina,ARG,1991,1342.92673736195
Argentina,ARG,1992,1405.10437763301
Argentina,ARG,1993,1490.72509542913
Argentina,ARG,1994,1569.67473486329
Argentina,ARG,1995,1641.04315570873
Argentina,ARG,1996,1719.66535442074
Argentina,ARG,1997,1838.89761136981
Argentina,ARG,1998,1957.58519424782
Argentina,ARG,1999,2023.73560319742
Argentina,ARG,2000,2078.28644020102
Argentina,ARG,2001,2109.49604404776
Argentina,ARG,2002,2003.43790355976
Argentina,ARG,2003,2167.7198160795
Argentina,ARG,2004,2279.29182020484
Argentina,ARG,2005,2392.89391410831
Argentina,ARG,2006,2357.95291526127
Argentina,ARG,2007,2438.08991413208
Argentina,ARG,2008,2752.09076907263
Argentina,ARG,2009,2708.93643135549
Argentina,ARG,2010,2847.25684177929
Argentina,ARG,2011,2901.27352075512
Argentina,ARG,2012,2974.69597348146
Argentina,ARG,2013,2943.86978820485
Argentina,ARG,2014,3052.38193674653
Armenia,ARM,1990,2722.59773074461
Armenia,ARM,1991,2689.67899873647
Armenia,ARM,1992,1962.64098222092
Armenia,ARM,1993,1195.02910709114
Armenia,ARM,1994,1045.47973907165
Armenia,ARM,1995,1050.24582403736
Armenia,ARM,1996,1219.92983430733
Armenia,ARM,1997,1509.05528925794
Armenia,ARM,1998,1308.59231752085
Armenia,ARM,1999,1307.53569824964
Armenia,ARM,2000,1297.56827300602
Armenia,ARM,2001,1269.23562316945
Armenia,ARM,2002,1236.36366033521
Armenia,ARM,2003,1320.49575088657
Armenia,ARM,2004,1440.37283060922
Armenia,ARM,2005,1521.5048407401
Armenia,ARM,2006,1639.68227142133
Armenia,ARM,2007,1772.89489188069
Armenia,ARM,2008,1669.06217548879
Armenia,ARM,2009,1661.02145549515
Armenia,ARM,2010,1726.26455742879
Armenia,ARM,2011,1807.63470060485
Armenia,ARM,2012,1893.52799971686
Armenia,ARM,2013,1933.98396203364
Armenia,ARM,2014,1965.78373282133
Australia,AUS,1960,1825.62564972412
Australia,AUS,1961,1947.15253267194
Australia,AUS,1962,2012.66058462111
Australia,AUS,1963,2211.68949771689
Australia,AUS,1964,2417.21142652458
Australia,AUS,1965,2625.21952932912
Australia,AUS,1966,2765.08454209939
Australia,AUS,1967,2969.48893974066
Australia,AUS,1968,3102.00682821217
Australia,AUS,1969,3329.60939411237
Australia,AUS,1970,3609.97841208923
Australia,AUS,1971,3751.64257555848
Australia,AUS,1972,3880.92889124991
Australia,AUS,1973,4230.34379671151
Australia,AUS,1974,4578.88216862202
Australia,AUS,1975,4781.61664147412
Australia,AUS,1976,4901.58911138032
Australia,AUS,1977,5251.19785794814
Australia,AUS,1978,5416.28360495891
Australia,AUS,1979,5665.97767672592
Australia,AUS,1980,5915.26000544514
Australia,AUS,1981,6153.34628525491
Australia,AUS,1982,6391.29002503624
Australia,AUS,1983,6366.1266185178
Australia,AUS,1984,6699.56253216675
Australia,AUS,1985,7007.61517959132
Australia,AUS,1986,7309.09454127753
Australia,AUS,1987,7525.685721137
Australia,AUS,1988,7800.53471407314
Australia,AUS,1989,8129.10362546389
Australia,AUS,1990,8527.22808539065
Australia,AUS,1991,8522.15922240222
Australia,AUS,1992,8550.32866533295
Australia,AUS,1993,8701.76034414445
Australia,AUS,1994,8812.48949873985
Australia,AUS,1995,8994.35590969456
Australia,AUS,1996,9108.29556004587
Australia,AUS,1997,9291.08386887725
Australia,AUS,1998,9783.44289455401
Australia,AUS,1999,10036.4577829441
Australia,AUS,2000,10193.9121808594
Australia,AUS,2001,10636.3776850564
Australia,AUS,2002,10813.1227291694
Australia,AUS,2003,10434.8743930758
Australia,AUS,2004,10554.8158232062
Australia,AUS,2005,10458.4501931865
Australia,AUS,2006,10490.48454191
Australia,AUS,2007,10972.8917398068
Australia,AUS,2008,10749.1105547503
Australia,AUS,2009,10791.5930978208
Australia,AUS,2010,10726.9281831902
Australia,AUS,2011,10627.2938650379
Australia,AUS,2012,10403.6170205749
Australia,AUS,2013,10213.039449188
Australia,AUS,2014,10059.2074467909
Austria,AUT,1960,1814.67601669178
Austria,AUT,1961,1882.22371085386
Austria,AUT,1962,2006.77039562045
Austria,AUT,1963,2124.35918393057
Austria,AUT,1964,2232.8965042088
Austria,AUT,1965,2305.35770797766
Austria,AUT,1966,2375.01273547657
Austria,AUT,1967,2448.69254404027
Austria,AUT,1968,2608.62423795443
Austria,AUT,1969,2814.65464238606
Austria,AUT,1970,3019.11615856574
Austria,AUT,1971,3213.12683638198
Austria,AUT,1972,3404.469207541
Austria,AUT,1973,3620.56203999017
Austria,AUT,1974,3769.02971139242
Austria,AUT,1975,3734.44547317732
Austria,AUT,1976,4068.190905456
Austria,AUT,1977,4137.71416264668
Austria,AUT,1978,4335.05392866328
Austria,AUT,1979,4541.53793169678
Austria,AUT,1980,4684.45775994038
Austria,AUT,1981,4697.36586551737
Austria,AUT,1982,4730.57007132163
Austria,AUT,1983,4827.48406156646
Austria,AUT,1984,5070.99579259701
Austria,AUT,1985,5280.77715950527
Austria,AUT,1986,5321.41297372161
Austria,AUT,1987,5536.14415362107
Austria,AUT,1988,5716.83424700642
Austria,AUT,1989,5896.13556780851
Austria,AUT,1990,6111.47652011957
Austria,AUT,1991,6347.22009632373
Austria,AUT,1992,6227.49804896471
Austria,AUT,1993,6137.26946343196
Austria,AUT,1994,6205.80490360652
Austria,AUT,1995,6344.39308740837
Austria,AUT,1996,6607.2229774104
Austria,AUT,1997,6620.44786165131
Austria,AUT,1998,6706.7086768874
Austria,AUT,1999,6972.18981612858
Austria,AUT,2000,7076.26948339438
Austria,AUT,2001,7333.23195262844
Austria,AUT,2002,7427.65644509121
Austria,AUT,2003,7695.08003708217
Austria,AUT,2004,7808.15779213961
Austria,AUT,2005,7977.68159741774
Austria,AUT,2006,8244.40195190479
Austria,AUT,2007,8207.47473897554
Austria,AUT,2008,8233.01483290985
Austria,AUT,2009,7944.79609623168
Austria,AUT,2010,8382.71115445338
Austria,AUT,2011,8425.16775320399
Austria,AUT,2012,8548.88219928111
Austria,AUT,2013,8509.61158033605
Austria,AUT,2014,8355.84195182134
Azerbaijan,AZE,1990,2575.63905573404
Azerbaijan,AZE,1991,2631.13739513134
Azerbaijan,AZE,1992,2276.07694391764
Azerbaijan,AZE,1993,2119.67978652435
Azerbaijan,AZE,1994,1961.82703698828
Azerbaijan,AZE,1995,1951.98438516591
Azerbaijan,AZE,1996,1852.89192322556
Azerbaijan,AZE,1997,1813.67014320799
Azerbaijan,AZE,1998,1936.93921395172
Azerbaijan,AZE,1999,2022.48598540603
Azerbaijan,AZE,2000,2040.4790895311
Azerbaijan,AZE,2001,2106.47006608147
Azerbaijan,AZE,2002,1996.70825200839
Azerbaijan,AZE,2003,2235.45985596483
Azerbaijan,AZE,2004,2281.94787214832
Azerbaijan,AZE,2005,2388.38873430769
Azerbaijan,AZE,2006,2552.28621435433
Azerbaijan,AZE,2007,2118.21052754245
Azerbaijan,AZE,2008,2040.76043544743
Azerbaijan,AZE,2009,1620.3874199013
Azerbaijan,AZE,2010,1603.43137406492
Azerbaijan,AZE,2011,1705.4246326371
Azerbaijan,AZE,2012,2052.65096521176
Azerbaijan,AZE,2013,2092.53652062946
Azerbaijan,AZE,2014,2202.39391828846
Bahrain,BHR,1971,1951.7774792113
Bahrain,BHR,1972,1963.736335668
Bahrain,BHR,1973,2087.44734414074
Bahrain,BHR,1974,2282.55217120332
Bahrain,BHR,1975,2626.21790855509
Bahrain,BHR,1976,3171.78381121543
Bahrain,BHR,1977,3661.25175228828
Bahrain,BHR,1978,3746.83512997994
Bahrain,BHR,1979,4299.90840086582
Bahrain,BHR,1980,4612.54612546125
Bahrain,BHR,1981,4848.711643323
Bahrain,BHR,1982,5205.33747894805
Bahrain,BHR,1983,5589.55137292094
Bahrain,BHR,1984,15305.959575372
Bahrain,BHR,1985,15926.3762725604
Bahrain,BHR,1986,16450.5100557809
Bahrain,BHR,1987,14702.4431313242
Bahrain,BHR,1988,15363.2185588196
Bahrain,BHR,1989,15402.5234363633
Bahrain,BHR,1990,15621.1247129137
Bahrain,BHR,1991,14214.3929065354
Bahrain,BHR,1992,18497.8789379205
Bahrain,BHR,1993,21644.3838549233
Bahrain,BHR,1994,20477.1574342962
Bahrain,BHR,1995,20553.5223585637
Bahrain,BHR,1996,20597.3027711918
Bahrain,BHR,1997,21105.0039500445
Bahrain,BHR,1998,21251.3565215691
Bahrain,BHR,1999,20637.975319891
Bahrain,BHR,2000,20014.6250304688
Bahrain,BHR,2001,20130.4854569356
Bahrain,BHR,2002,20016.3776545675
Bahrain,BHR,2003,19774.9871261611
Bahrain,BHR,2004,18982.9944760968
Bahrain,BHR,2005,21325.5537761143
Bahrain,BHR,2006,21508.4504191299
Bahrain,BHR,2007,20592.9002182662
Bahrain,BHR,2008,18492.0015431683
Bahrain,BHR,2009,17460.332194402
Bahrain,BHR,2010,18038.2669466871
Bahrain,BHR,2011,17910.9404984397
Bahrain,BHR,2012,17845.4827155775
Bahrain,BHR,2013,18687.6953286843
Bahrain,BHR,2014,19592.2319490391
Bangladesh,BGD,1971,10.688787901087
Bangladesh,BGD,1972,10.5033516786945
Bangladesh,BGD,1973,15.1693408695745
Bangladesh,BGD,1974,16.8564037592356
Bangladesh,BGD,1975,16.9831614128324
Bangladesh,BGD,1976,17.2741770532736
Bangladesh,BGD,1977,18.244693396793
Bangladesh,BGD,1978,21.4321377644834
Bangladesh,BGD,1979,20.962488428353
Bangladesh,BGD,1980,18.6815261309381
Bangladesh,BGD,1981,22.300187808909
Bangladesh,BGD,1982,25.2071535622934
Bangladesh,BGD,1983,28.7191587987454
Bangladesh,BGD,1984,31.5984279126339
Bangladesh,BGD,1985,32.6288026275575
Bangladesh,BGD,1986,36.9219787201768
Bangladesh,BGD,1987,38.3247307413118
Bangladesh,BGD,1988,41.3368331852097
Bangladesh,BGD,1989,49.1702486752025
Bangladesh,BGD,1990,48.3667547043308
Bangladesh,BGD,1991,48.9664834537801
Bangladesh,BGD,1992,58.6485015213455
Bangladesh,BGD,1993,65.2094721481452
Bangladesh,BGD,1994,68.9692171353482
Bangladesh,BGD,1995,75.9012509056868
Bangladesh,BGD,1996,79.4922752515685
Bangladesh,BGD,1997,81.248469980616
Bangladesh,BGD,1998,86.1698327845766
Bangladesh,BGD,1999,94.2728755352906
Bangladesh,BGD,2000,101.488629348181
Bangladesh,BGD,2001,111.694260023104
Bangladesh,BGD,2002,119.274673819858
Bangladesh,BGD,2003,125.45767035112
Bangladesh,BGD,2004,160.25336066937
Bangladesh,BGD,2005,170.681252736113
Bangladesh,BGD,2006,190.915464451173
Bangladesh,BGD,2007,199.8311924931
Bangladesh,BGD,2008,201.248857117908
Bangladesh,BGD,2009,219.2420592116
Bangladesh,BGD,2010,239.830531500607
Bangladesh,BGD,2011,257.634373156657
Bangladesh,BGD,2012,274.871958181858
Bangladesh,BGD,2013,292.750027079806
Bangladesh,BGD,2014,310.391226127461
Belarus,BLR,1990,4380.90097163608
Belarus,BLR,1991,4426.03492250343
Belarus,BLR,1992,3912.8817541112
Belarus,BLR,1993,3450.2392811798
Belarus,BLR,1994,3068.34848929305
Belarus,BLR,1995,2789.97449480086
Belarus,BLR,1996,2806.49606299213
Belarus,BLR,1997,2953.04932292181
Belarus,BLR,1998,3016.28761545337
Belarus,BLR,1999,3005.3642570495
Belarus,BLR,2000,2996.30947501957
Belarus,BLR,2001,3009.40248167179
Belarus,BLR,2002,3000.7456250783
Belarus,BLR,2003,3063.05693858238
Belarus,BLR,2004,3174.05309231742
Belarus,BLR,2005,3245.37208781327
Belarus,BLR,2006,3365.98186513501
Belarus,BLR,2007,3393.90853610514
Belarus,BLR,2008,3481.74351659874
Belarus,BLR,2009,3298.70360737854
Belarus,BLR,2010,3563.6377659834
Belarus,BLR,2011,3628.45728970191
Belarus,BLR,2012,3697.39748396507
Belarus,BLR,2013,3648.32146048641
Belarus,BLR,2014,3679.9788400689
Belgium,BEL,1960,1576.33881463123
Belgium,BEL,1961,1627.51357041656
Belgium,BEL,1962,1753.14389184713
Belgium,BEL,1963,1880.99382438962
Belgium,BEL,1964,2062.99497564169
Belgium,BEL,1965,2163.96033376914
Belgium,BEL,1966,2255.18841848917
Belgium,BEL,1967,2357.58493041064
Belgium,BEL,1968,2596.17771778388
Belgium,BEL,1969,2830.59396858729
Belgium,BEL,1970,3031.52104556665
Belgium,BEL,1971,3217.04526399951
Belgium,BEL,1972,3612.35553280957
Belgium,BEL,1973,3941.60374143375
Belgium,BEL,1974,4134.39088111142
Belgium,BEL,1975,3887.47742508188
Belgium,BEL,1976,4247.40637999101
Belgium,BEL,1977,4404.82432074193
Belgium,BEL,1978,4623.38968491801
Belgium,BEL,1979,4906.08508077774
Belgium,BEL,1980,4893.88535142965
Belgium,BEL,1981,4910.95328097769
Belgium,BEL,1982,4904.07001489301
Belgium,BEL,1983,5043.97535594266
Belgium,BEL,1984,5285.54376232576
Belgium,BEL,1985,5502.66840922398
Belgium,BEL,1986,5617.41982187269
Belgium,BEL,1987,5876.96299804037
Belgium,BEL,1988,6057.0627320822
Belgium,BEL,1989,6205.76377001633
Belgium,BEL,1990,6380.31321975416
Belgium,BEL,1991,6655.41438110864
Belgium,BEL,1992,6850.66377253598
Belgium,BEL,1993,6881.0721430714
Belgium,BEL,1994,7176.24050686845
Belgium,BEL,1995,7379.73707904784
Belgium,BEL,1996,7527.68854493864
Belgium,BEL,1997,7701.61213093291
Belgium,BEL,1998,7913.05858037159
Belgium,BEL,1999,7944.12980731574
Belgium,BEL,2000,8247.67711254725
Belgium,BEL,2001,8267.18721595245
Belgium,BEL,2002,8311.89267946638
Belgium,BEL,2003,8411.90065701741
Belgium,BEL,2004,8576.22349653402
Belgium,BEL,2005,8509.99707308703
Belgium,BEL,2006,8683.67128500132
Belgium,BEL,2007,8614.67950346801
Belgium,BEL,2008,8521.49673953426
Belgium,BEL,2009,7903.95547887634
Belgium,BEL,2010,8393.94962326946
Belgium,BEL,2011,8021.90926943999
Belgium,BEL,2012,7973.22417207528
Belgium,BEL,2013,7972.946351532
Belgium,BEL,2014,7709.12307788247
Benin,BEN,1971,10.750621856283
Benin,BEN,1972,11.8282265512801
Benin,BEN,1973,18.6275060820413
Benin,BEN,1974,16.9416441928436
Benin,BEN,1975,18.0695309425404
Benin,BEN,1976,19.41937270646
Benin,BEN,1977,21.2614815641111
Benin,BEN,1978,46.2550703218956
Benin,BEN,1979,24.8720058941127
Benin,BEN,1980,27.7092892029275
Benin,BEN,1981,31.9361026646228
Benin,BEN,1982,17.5674705439347
Benin,BEN,1983,36.6341258268359
Benin,BEN,1984,32.476756866248
Benin,BEN,1985,33.4229207846393
Benin,BEN,1986,31.1045097906553
Benin,BEN,1987,30.8692130974543
Benin,BEN,1988,36.1663498009353
Benin,BEN,1989,33.8173151292444
Benin,BEN,1990,34.9503143117922
Benin,BEN,1991,36.7025996121176
Benin,BEN,1992,38.8236399581905
Benin,BEN,1993,39.1179411358293
Benin,BEN,1994,39.3754528177074
Benin,BEN,1995,41.8250062060181
Benin,BEN,1996,44.4680805328425
Benin,BEN,1997,47.9174304667938
Benin,BEN,1998,44.8204208019301
Benin,BEN,1999,51.9200047778409
Benin,BEN,2000,58.1128528298556
Benin,BEN,2001,61.4690422826465
Benin,BEN,2002,68.2622487558588
Benin,BEN,2003,64.6228901989281
Benin,BEN,2004,70.3225443496545
Benin,BEN,2005,73.7889498228877
Benin,BEN,2006,75.0891820950393
Benin,BEN,2007,79.71811485346
Benin,BEN,2008,86.3524495349846
Benin,BEN,2009,87.8732067884624
Benin,BEN,2010,95.4424698771934
Benin,BEN,2011,91.5355801759724
Benin,BEN,2012,93.1221194841076
Benin,BEN,2013,96.7569334889041
Benin,BEN,2014,100.226389151363
Bolivia,BOL,1971,165.196167188085
Bolivia,BOL,1972,173.475010977882
Bolivia,BOL,1973,173.387191729764
Bolivia,BOL,1974,181.348334043223
Bolivia,BOL,1975,189.24962324752
Bolivia,BOL,1976,199.420567038026
Bolivia,BOL,1977,216.100458625934
Bolivia,BOL,1978,227.27604058223
Bolivia,BOL,1979,236.966694660186
Bolivia,BOL,1980,252.970932494868
Bolivia,BOL,1981,265.424796103508
Bolivia,BOL,1982,264.0877353954
Bolivia,BOL,1983,253.021832361291
Bolivia,BOL,1984,251.253143539984
Bolivia,BOL,1985,243.73948531365
Bolivia,BOL,1986,233.989434659121
Bolivia,BOL,1987,232.801607243734
Bolivia,BOL,1988,245.268048247274
Bolivia,BOL,1989,257.770064342859
Bolivia,BOL,1990,266.472430094378
Bolivia,BOL,1991,281.300549544292
Bolivia,BOL,1992,291.234623071307
Bolivia,BOL,1993,314.277563730224
Bolivia,BOL,1994,334.957077643051
Bolivia,BOL,1995,354.182806433546
Bolivia,BOL,1996,372.79186901672
Bolivia,BOL,1997,391.571182546242
Bolivia,BOL,1998,408.65888370839
Bolivia,BOL,1999,421.987233572439
Bolivia,BOL,2000,419.808737010031
Bolivia,BOL,2001,420.76768033426
Bolivia,BOL,2002,434.398489832544
Bolivia,BOL,2003,441.976659455508
Bolivia,BOL,2004,452.176306162277
Bolivia,BOL,2005,482.170169030232
Bolivia,BOL,2006,513.06998110808
Bolivia,BOL,2007,545.361493432572
Bolivia,BOL,2008,534.487239651016
Bolivia,BOL,2009,553.657087978909
Bolivia,BOL,2010,604.340970909966
Bolivia,BOL,2011,637.406367296688
Bolivia,BOL,2012,663.345770740982
Bolivia,BOL,2013,705.462861327366
Bolivia,BOL,2014,752.687021659113
Bosnia and Herzegovina,BIH,1990,2937.65635425017
Bosnia and Herzegovina,BIH,1991,2104.94868815855
Bosnia and Herzegovina,BIH,1992,1109.89126604035
Bosnia and Herzegovina,BIH,1993,706.213479993513
Bosnia and Herzegovina,BIH,1994,891.153196299853
Bosnia and Herzegovina,BIH,1995,955.586682873223
Bosnia and Herzegovina,BIH,1996,1121.58096359676
Bosnia and Herzegovina,BIH,1997,1378.57298375373
Bosnia and Herzegovina,BIH,1998,1766.97147168966
Bosnia and Herzegovina,BIH,1999,1826.75829809014
Bosnia and Herzegovina,BIH,2000,2021.92578873955
Bosnia and Herzegovina,BIH,2001,2059.7759277742
Bosnia and Herzegovina,BIH,2002,2082.99841596777
Bosnia and Herzegovina,BIH,2003,2223.45880012606
Bosnia and Herzegovina,BIH,2004,2311.38234151494
Bosnia and Herzegovina,BIH,2005,2379.46016559435
Bosnia and Herzegovina,BIH,2006,2375.73118756396
Bosnia and Herzegovina,BIH,2007,2375.46369899311
Bosnia and Herzegovina,BIH,2008,2979.06339118487
Bosnia and Herzegovina,BIH,2009,2883.4443106625
Bosnia and Herzegovina,BIH,2010,3141.5196432966
Bosnia and Herzegovina,BIH,2011,3318.63594899786
Bosnia and Herzegovina,BIH,2012,3437.85976646017
Bosnia and Herzegovina,BIH,2013,3414.14796508959
Bosnia and Herzegovina,BIH,2014,3365.6739396108
Botswana,BWA,1981,525.81045592389
Botswana,BWA,1982,561.396203511701
Botswana,BWA,1983,559.477485745897
Botswana,BWA,1984,574.137577608461
Botswana,BWA,1985,597.083206488192
Botswana,BWA,1986,682.257236246852
Botswana,BWA,1987,773.542015670158
Botswana,BWA,1988,662.919086999872
Botswana,BWA,1989,677.80212955277
Botswana,BWA,1990,718.478393395224
Botswana,BWA,1991,798.316688206865
Botswana,BWA,1992,866.857668427629
Botswana,BWA,1993,863.053483223645
Botswana,BWA,1994,901.070192128261
Botswana,BWA,1995,876.301865917529
Botswana,BWA,1996,902.709374961036
Botswana,BWA,1997,967.85913833058
Botswana,BWA,1998,1034.96294078012
Botswana,BWA,1999,1017.14139147766
Botswana,BWA,2000,1098.74214564264
Botswana,BWA,2001,1169.27407567802
Botswana,BWA,2002,1220.81875195581
Botswana,BWA,2003,1309.62086392856
Botswana,BWA,2004,1428.39181558275
Botswana,BWA,2005,1419.83304703177
Botswana,BWA,2006,1455.76089644726
Botswana,BWA,2007,1503.85444318731
Botswana,BWA,2008,1518.22564378162
Botswana,BWA,2009,1716.76897916138
Botswana,BWA,2010,1539.55647670862
Botswana,BWA,2011,1477.08399245566
Botswana,BWA,2012,1714.43750702982
Botswana,BWA,2013,2060.59928391121
Botswana,BWA,2014,1748.61533367795
Brazil,BRA,1971,458.72788926918
Brazil,BRA,1972,497.625419849604
Brazil,BRA,1973,552.872244224402
Brazil,BRA,1974,602.887423886355
Brazil,BRA,1975,649.099868880916
Brazil,BRA,1976,719.315697931394
Brazil,BRA,1977,787.123938472231
Brazil,BRA,1978,856.904286588441
Brazil,BRA,1979,938.005212086472
